slug,url,live_url,title,state,words,blocks_total,blocks_rendered,words_archived,service_links,has_hero_image,meta_description
chimney-maintenance-in-springfield-ma,/location/chimney-maintenance-in-springfield-ma/,https://chimcare-web.vercel.app/location/chimney-maintenance-in-springfield-ma/,"Chimney Maintenance in Springfield,MA",ma,670,34,2,591,24,yes,no
chimney-maintenance-in-weymouth-ma,/location/chimney-maintenance-in-weymouth-ma/,https://chimcare-web.vercel.app/location/chimney-maintenance-in-weymouth-ma/,"Chimney Maintenance in Weymouth,MA",ma,1016,48,2,925,25,yes,no
chimney-maintenance-in-worcester-ma,/location/chimney-maintenance-in-worcester-ma/,https://chimcare-web.vercel.app/location/chimney-maintenance-in-worcester-ma/,"Chimney Maintenance in Worcester,MA",ma,662,34,2,577,24,yes,no
chimney-masonry-repair-in-cambridge-ma,/location/chimney-masonry-repair-in-cambridge-ma/,https://chimcare-web.vercel.app/location/chimney-masonry-repair-in-cambridge-ma/,"Chimney Masonry Repair in Cambridge,MA",ma,661,31,2,580,24,yes,no
chimney-masonry-repair-in-dracut-ma,/location/chimney-masonry-repair-in-dracut-ma/,https://chimcare-web.vercel.app/location/chimney-masonry-repair-in-dracut-ma/,"Chimney Masonry Repair in Dracut,MA",ma,681,42,2,591,24,yes,no
chimney-masonry-repair-in-leominster-ma,/location/chimney-masonry-repair-in-leominster-ma/,https://chimcare-web.vercel.app/location/chimney-masonry-repair-in-leominster-ma/,"Chimney Masonry Repair in Leominster,MA",ma,1076,51,2,1000,25,yes,no
chimney-masonry-repair-in-lowell-ma,/location/chimney-masonry-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/chimney-masonry-repair-in-lowell-ma/,"Chimney Masonry Repair in Lowell,MA",ma,762,37,2,659,23,yes,no
chimney-masonry-repair-in-phoenix-az,/location/chimney-masonry-repair-in-phoenix-az/,https://chimcare-web.vercel.app/location/chimney-masonry-repair-in-phoenix-az/,"Chimney Masonry Repair in Phoenix,AZ",az,641,37,2,553,8,yes,no
chimney-masonry-repair-in-springfield-ma,/location/chimney-masonry-repair-in-springfield-ma/,https://chimcare-web.vercel.app/location/chimney-masonry-repair-in-springfield-ma/,"Chimney Masonry Repair in Springfield,MA",ma,743,34,2,640,24,yes,no
chimney-masonry-repair-in-weymouth-ma,/location/chimney-masonry-repair-in-weymouth-ma/,https://chimcare-web.vercel.app/location/chimney-masonry-repair-in-weymouth-ma/,"Chimney Masonry Repair in Weymouth,MA",ma,738,38,2,630,25,yes,no
chimney-masonry-repair-in-worcester-ma,/location/chimney-masonry-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/chimney-masonry-repair-in-worcester-ma/,"Chimney Masonry Repair in Worcester,MA",ma,701,33,2,593,24,yes,no
chimney-nest-removal-in-cambridge-ma,/location/chimney-nest-removal-in-cambridge-ma/,https://chimcare-web.vercel.app/location/chimney-nest-removal-in-cambridge-ma/,"Chimney Nest Removal in Cambridge,MA",ma,768,35,2,671,23,yes,no
chimney-nest-removal-in-dracut-ma,/location/chimney-nest-removal-in-dracut-ma/,https://chimcare-web.vercel.app/location/chimney-nest-removal-in-dracut-ma/,"Chimney Nest Removal in Dracut,MA",ma,706,33,2,612,23,yes,no
chimney-nest-removal-in-leominster-ma,/location/chimney-nest-removal-in-leominster-ma/,https://chimcare-web.vercel.app/location/chimney-nest-removal-in-leominster-ma/,"Chimney Nest Removal in Leominster,MA",ma,1082,54,2,990,24,yes,no
chimney-nest-removal-in-lowell-ma,/location/chimney-nest-removal-in-lowell-ma/,https://chimcare-web.vercel.app/location/chimney-nest-removal-in-lowell-ma/,"Chimney Nest Removal in Lowell,MA",ma,679,32,2,589,22,yes,no
chimney-nest-removal-in-springfield-ma,/location/chimney-nest-removal-in-springfield-ma/,https://chimcare-web.vercel.app/location/chimney-nest-removal-in-springfield-ma/,"Chimney Nest Removal in Springfield,MA",ma,677,32,2,587,23,yes,no
chimney-nest-removal-in-weymouth-ma,/location/chimney-nest-removal-in-weymouth-ma/,https://chimcare-web.vercel.app/location/chimney-nest-removal-in-weymouth-ma/,"Chimney Nest Removal in Weymouth,MA",ma,719,35,2,619,24,yes,no
chimney-nest-removal-in-worcester-ma,/location/chimney-nest-removal-in-worcester-ma/,https://chimcare-web.vercel.app/location/chimney-nest-removal-in-worcester-ma/,"Chimney Nest Removal in Worcester,MA",ma,802,37,2,688,23,yes,no
chimney-rebuild-in-cambridge-ma,/location/chimney-rebuild-in-cambridge-ma/,https://chimcare-web.vercel.app/location/chimney-rebuild-in-cambridge-ma/,"Chimney Rebuild in Cambridge,MA",ma,668,37,2,578,23,yes,no
chimney-rebuild-in-dracut-ma,/location/chimney-rebuild-in-dracut-ma/,https://chimcare-web.vercel.app/location/chimney-rebuild-in-dracut-ma/,"Chimney Rebuild in Dracut,MA",ma,695,37,2,606,23,yes,no
chimney-rebuild-in-leominster-ma,/location/chimney-rebuild-in-leominster-ma/,https://chimcare-web.vercel.app/location/chimney-rebuild-in-leominster-ma/,"Chimney Rebuild in Leominster,MA",ma,1110,45,2,1033,24,yes,no
chimney-rebuild-in-lowell-ma,/location/chimney-rebuild-in-lowell-ma/,https://chimcare-web.vercel.app/location/chimney-rebuild-in-lowell-ma/,"Chimney Rebuild in Lowell,MA",ma,749,39,2,649,22,yes,no
chimney-rebuild-in-springfield-ma,/location/chimney-rebuild-in-springfield-ma/,https://chimcare-web.vercel.app/location/chimney-rebuild-in-springfield-ma/,"Chimney Rebuild in Springfield,MA",ma,1097,48,2,1015,23,yes,no
chimney-rebuild-in-weymouth-ma,/location/chimney-rebuild-in-weymouth-ma/,https://chimcare-web.vercel.app/location/chimney-rebuild-in-weymouth-ma/,"Chimney Rebuild in Weymouth,MA",ma,614,33,2,536,24,yes,no
chimney-rebuild-in-worcester-ma,/location/chimney-rebuild-in-worcester-ma/,https://chimcare-web.vercel.app/location/chimney-rebuild-in-worcester-ma/,"Chimney Rebuild in Worcester,MA",ma,727,34,2,627,23,yes,no
chimney-rebuilding-in-cambridge-ma,/location/chimney-rebuilding-in-cambridge-ma/,https://chimcare-web.vercel.app/location/chimney-rebuilding-in-cambridge-ma/,"Chimney Rebuilding in Cambridge,MA",ma,754,35,2,662,24,yes,no
chimney-rebuilding-in-dracut-ma,/location/chimney-rebuilding-in-dracut-ma/,https://chimcare-web.vercel.app/location/chimney-rebuilding-in-dracut-ma/,"Chimney Rebuilding in Dracut,MA",ma,635,30,2,515,24,yes,no
chimney-rebuilding-in-leominster-ma,/location/chimney-rebuilding-in-leominster-ma/,https://chimcare-web.vercel.app/location/chimney-rebuilding-in-leominster-ma/,"Chimney Rebuilding in Leominster,MA",ma,1012,57,2,921,25,yes,no
chimney-rebuilding-in-lowell-ma,/location/chimney-rebuilding-in-lowell-ma/,https://chimcare-web.vercel.app/location/chimney-rebuilding-in-lowell-ma/,"Chimney Rebuilding in Lowell,MA",ma,782,38,2,694,23,yes,no
chimney-rebuilding-in-springfield-ma,/location/chimney-rebuilding-in-springfield-ma/,https://chimcare-web.vercel.app/location/chimney-rebuilding-in-springfield-ma/,"Chimney Rebuilding in Springfield,MA",ma,763,36,2,658,24,yes,no
chimney-rebuilding-in-weymouth-ma,/location/chimney-rebuilding-in-weymouth-ma/,https://chimcare-web.vercel.app/location/chimney-rebuilding-in-weymouth-ma/,"Chimney Rebuilding in Weymouth,MA",ma,714,33,2,612,25,yes,no
chimney-rebuilding-in-worcester-ma,/location/chimney-rebuilding-in-worcester-ma/,https://chimcare-web.vercel.app/location/chimney-rebuilding-in-worcester-ma/,"Chimney Rebuilding in Worcester,MA",ma,604,33,2,523,24,yes,no
chimney-rebuilds-in-phoenix-az,/location/chimney-rebuilds-in-phoenix-az/,https://chimcare-web.vercel.app/location/chimney-rebuilds-in-phoenix-az/,"Chimney Rebuilds in Phoenix,AZ",az,603,37,2,518,8,yes,no
chimney-relining-in-cambridge-ma,/location/chimney-relining-in-cambridge-ma/,https://chimcare-web.vercel.app/location/chimney-relining-in-cambridge-ma/,"Chimney Relining in Cambridge,MA",ma,717,38,2,630,23,yes,no
chimney-relining-in-dracut-ma,/location/chimney-relining-in-dracut-ma/,https://chimcare-web.vercel.app/location/chimney-relining-in-dracut-ma/,"Chimney Relining in Dracut,MA",ma,569,33,2,488,23,yes,no
chimney-relining-in-leominster-ma,/location/chimney-relining-in-leominster-ma/,https://chimcare-web.vercel.app/location/chimney-relining-in-leominster-ma/,"Chimney Relining in Leominster,MA",ma,1147,49,2,1062,24,yes,no
chimney-relining-in-lowell-ma,/location/chimney-relining-in-lowell-ma/,https://chimcare-web.vercel.app/location/chimney-relining-in-lowell-ma/,"Chimney Relining in Lowell,MA",ma,689,33,2,583,22,yes,no
chimney-relining-in-springfield-ma,/location/chimney-relining-in-springfield-ma/,https://chimcare-web.vercel.app/location/chimney-relining-in-springfield-ma/,"Chimney Relining in Springfield,MA",ma,641,33,2,549,23,yes,no
chimney-relining-in-weymouth-ma,/location/chimney-relining-in-weymouth-ma/,https://chimcare-web.vercel.app/location/chimney-relining-in-weymouth-ma/,"Chimney Relining in Weymouth,MA",ma,726,33,2,614,24,yes,no
chimney-relining-in-worcester-ma,/location/chimney-relining-in-worcester-ma/,https://chimcare-web.vercel.app/location/chimney-relining-in-worcester-ma/,"Chimney Relining in Worcester,MA",ma,763,35,2,671,23,yes,no
chimney-repair-in-cambridge-ma,/location/chimney-repair-in-cambridge-ma/,https://chimcare-web.vercel.app/location/chimney-repair-in-cambridge-ma/,"Chimney Repair in Cambridge,MA",ma,720,33,2,624,23,yes,no
chimney-repair-in-dracut-ma,/location/chimney-repair-in-dracut-ma/,https://chimcare-web.vercel.app/location/chimney-repair-in-dracut-ma/,"Chimney Repair in Dracut,MA",ma,612,31,2,536,23,yes,no
chimney-repair-in-leominster-ma,/location/chimney-repair-in-leominster-ma/,https://chimcare-web.vercel.app/location/chimney-repair-in-leominster-ma/,"Chimney Repair in Leominster,MA",ma,1084,56,2,1010,24,yes,no
chimney-repair-in-phoenix-az,/location/chimney-repair-in-phoenix-az/,https://chimcare-web.vercel.app/location/chimney-repair-in-phoenix-az/,"Chimney Repair in Phoenix,AZ",az,672,33,2,568,7,yes,no
chimney-repair-in-springfield-ma,/location/chimney-repair-in-springfield-ma/,https://chimcare-web.vercel.app/location/chimney-repair-in-springfield-ma/,"Chimney Repair in Springfield,MA",ma,799,36,2,680,23,yes,no
chimney-repair-in-weymouth-ma,/location/chimney-repair-in-weymouth-ma/,https://chimcare-web.vercel.app/location/chimney-repair-in-weymouth-ma/,"Chimney Repair in Weymouth,MA",ma,679,33,2,586,24,yes,no
chimney-repair-in-worcester-ma,/location/chimney-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/chimney-repair-in-worcester-ma/,"Chimney Repair in Worcester,MA",ma,753,37,2,661,23,yes,no
chimney-repair-reconstruction-in-cambridge-ma,/location/chimney-repair-reconstruction-in-cambridge-ma/,https://chimcare-web.vercel.app/location/chimney-repair-reconstruction-in-cambridge-ma/,"Chimney Repair & Reconstruction in Cambridge,MA",ma,652,32,2,556,24,yes,no
chimney-repair-reconstruction-in-dracut-ma,/location/chimney-repair-reconstruction-in-dracut-ma/,https://chimcare-web.vercel.app/location/chimney-repair-reconstruction-in-dracut-ma/,"Chimney Repair & Reconstruction in Dracut,MA",ma,754,35,2,666,24,yes,no
chimney-repair-reconstruction-in-leominster-ma,/location/chimney-repair-reconstruction-in-leominster-ma/,https://chimcare-web.vercel.app/location/chimney-repair-reconstruction-in-leominster-ma/,"Chimney Repair & Reconstruction in Leominster,MA",ma,1082,51,2,1008,25,yes,no
chimney-repair-reconstruction-in-lowell-ma,/location/chimney-repair-reconstruction-in-lowell-ma/,https://chimcare-web.vercel.app/location/chimney-repair-reconstruction-in-lowell-ma/,"Chimney Repair & Reconstruction in Lowell,MA",ma,683,37,2,597,23,yes,no
chimney-repair-reconstruction-in-springfield-ma,/location/chimney-repair-reconstruction-in-springfield-ma/,https://chimcare-web.vercel.app/location/chimney-repair-reconstruction-in-springfield-ma/,"Chimney Repair & Reconstruction in Springfield,MA",ma,595,35,2,524,24,yes,no
chimney-repair-reconstruction-in-weymouth-ma,/location/chimney-repair-reconstruction-in-weymouth-ma/,https://chimcare-web.vercel.app/location/chimney-repair-reconstruction-in-weymouth-ma/,"Chimney Repair & Reconstruction in Weymouth,MA",ma,661,31,2,567,25,yes,no
chimney-repair-reconstruction-in-worcester-ma,/location/chimney-repair-reconstruction-in-worcester-ma/,https://chimcare-web.vercel.app/location/chimney-repair-reconstruction-in-worcester-ma/,"Chimney Repair & Reconstruction in Worcester,MA",ma,697,44,2,607,24,yes,no
chimney-restoration-in-cambridge-ma,/location/chimney-restoration-in-cambridge-ma/,https://chimcare-web.vercel.app/location/chimney-restoration-in-cambridge-ma/,"Chimney Restoration in Cambridge,MA",ma,748,37,2,655,24,yes,no
chimney-restoration-in-dracut-ma,/location/chimney-restoration-in-dracut-ma/,https://chimcare-web.vercel.app/location/chimney-restoration-in-dracut-ma/,"Chimney Restoration in Dracut,MA",ma,679,37,2,580,24,yes,no
chimney-restoration-in-leominster-ma,/location/chimney-restoration-in-leominster-ma/,https://chimcare-web.vercel.app/location/chimney-restoration-in-leominster-ma/,"Chimney Restoration in Leominster,MA",ma,1163,46,2,1096,25,yes,no
chimney-restoration-in-lowell-ma,/location/chimney-restoration-in-lowell-ma/,https://chimcare-web.vercel.app/location/chimney-restoration-in-lowell-ma/,"Chimney Restoration in Lowell,MA",ma,624,36,2,520,23,yes,no
chimney-restoration-in-springfield-ma,/location/chimney-restoration-in-springfield-ma/,https://chimcare-web.vercel.app/location/chimney-restoration-in-springfield-ma/,"Chimney Restoration in Springfield,MA",ma,667,33,2,568,24,yes,no
chimney-restoration-in-weymouth-ma,/location/chimney-restoration-in-weymouth-ma/,https://chimcare-web.vercel.app/location/chimney-restoration-in-weymouth-ma/,"Chimney Restoration in Weymouth,MA",ma,651,30,2,551,25,yes,no
chimney-restoration-in-worcester-ma,/location/chimney-restoration-in-worcester-ma/,https://chimcare-web.vercel.app/location/chimney-restoration-in-worcester-ma/,"Chimney Restoration in Worcester,MA",ma,740,41,2,663,24,yes,no
chimney-siding-repair-in-cambridge-ma,/location/chimney-siding-repair-in-cambridge-ma/,https://chimcare-web.vercel.app/location/chimney-siding-repair-in-cambridge-ma/,"Chimney Siding Repair in Cambridge,MA",ma,759,39,2,674,23,yes,no
chimney-siding-repair-in-dracut-ma,/location/chimney-siding-repair-in-dracut-ma/,https://chimcare-web.vercel.app/location/chimney-siding-repair-in-dracut-ma/,"Chimney Siding Repair in Dracut,MA",ma,800,36,2,699,23,yes,no
chimney-siding-repair-in-leominster-ma,/location/chimney-siding-repair-in-leominster-ma/,https://chimcare-web.vercel.app/location/chimney-siding-repair-in-leominster-ma/,"Chimney Siding Repair in Leominster,MA",ma,1079,53,2,1005,24,yes,no
chimney-siding-repair-in-lowell-ma,/location/chimney-siding-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/chimney-siding-repair-in-lowell-ma/,"Chimney Siding Repair in Lowell,MA",ma,697,33,2,607,22,yes,no
chimney-siding-repair-in-springfield-ma,/location/chimney-siding-repair-in-springfield-ma/,https://chimcare-web.vercel.app/location/chimney-siding-repair-in-springfield-ma/,"Chimney Siding Repair in Springfield,MA",ma,807,34,2,725,23,yes,no
chimney-siding-repair-in-weymouth-ma,/location/chimney-siding-repair-in-weymouth-ma/,https://chimcare-web.vercel.app/location/chimney-siding-repair-in-weymouth-ma/,"Chimney Siding Repair in Weymouth,MA",ma,673,32,2,568,24,yes,no
chimney-siding-repair-in-worcester-ma,/location/chimney-siding-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/chimney-siding-repair-in-worcester-ma/,"Chimney Siding Repair in Worcester,MA",ma,730,37,2,633,23,yes,no
chimney-siding-replace-in-cambridge-ma,/location/chimney-siding-replace-in-cambridge-ma/,https://chimcare-web.vercel.app/location/chimney-siding-replace-in-cambridge-ma/,"Chimney Siding Replace in Cambridge,MA",ma,717,40,2,635,24,yes,no
chimney-siding-replace-in-dracut-ma,/location/chimney-siding-replace-in-dracut-ma/,https://chimcare-web.vercel.app/location/chimney-siding-replace-in-dracut-ma/,"Chimney Siding Replace in Dracut,MA",ma,581,32,2,497,24,yes,no
chimney-siding-replace-in-leominster-ma,/location/chimney-siding-replace-in-leominster-ma/,https://chimcare-web.vercel.app/location/chimney-siding-replace-in-leominster-ma/,"Chimney Siding Replace in Leominster,MA",ma,1079,52,2,995,25,yes,no
chimney-siding-replace-in-lowell-ma,/location/chimney-siding-replace-in-lowell-ma/,https://chimcare-web.vercel.app/location/chimney-siding-replace-in-lowell-ma/,"Chimney Siding Replace in Lowell,MA",ma,660,32,2,569,23,yes,no
chimney-siding-replace-in-springfield-ma,/location/chimney-siding-replace-in-springfield-ma/,https://chimcare-web.vercel.app/location/chimney-siding-replace-in-springfield-ma/,"Chimney Siding Replace in Springfield,MA",ma,798,39,2,703,24,yes,no
chimney-siding-replace-in-weymouth-ma,/location/chimney-siding-replace-in-weymouth-ma/,https://chimcare-web.vercel.app/location/chimney-siding-replace-in-weymouth-ma/,"Chimney Siding Replace in Weymouth,MA",ma,742,35,2,646,25,yes,no
chimney-siding-replace-in-worcester-ma,/location/chimney-siding-replace-in-worcester-ma/,https://chimcare-web.vercel.app/location/chimney-siding-replace-in-worcester-ma/,"Chimney Siding Replace in Worcester,MA",ma,628,31,2,532,24,yes,no
chimney-sweep-fireplace-in-apple-valley-mn,/location/chimney-sweep-fireplace-in-apple-valley-mn/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-in-apple-valley-mn/,"Chimney Sweep & Fireplace Services in Apple Valley, MN",mn,4268,203,2,4246,89,yes,yes
chimney-sweep-fireplace-in-eagan-mn,/location/chimney-sweep-fireplace-in-eagan-mn/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-in-eagan-mn/,"Chimney Sweep & Fireplace Services in Eagan, MN",mn,4081,195,2,4061,88,yes,yes
chimney-sweep-fireplace-in-eden-prairie-mn,/location/chimney-sweep-fireplace-in-eden-prairie-mn/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-in-eden-prairie-mn/,"Chimney Sweep & Fireplace Services in Eden Prairie, MN",mn,4115,203,2,4093,92,yes,yes
chimney-sweep-fireplace-in-edina-mn,/location/chimney-sweep-fireplace-in-edina-mn/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-in-edina-mn/,"Chimney Sweep & Fireplace Services in Edina, MN",mn,4100,203,2,4080,90,yes,yes
chimney-sweep-fireplace-in-lake-elmo-mn,/location/chimney-sweep-fireplace-in-lake-elmo-mn/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-in-lake-elmo-mn/,"Chimney Sweep & Fireplace Services in Lake Elmo, MN",mn,4193,203,2,4171,84,yes,yes
chimney-sweep-fireplace-in-lakeville-mn,/location/chimney-sweep-fireplace-in-lakeville-mn/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-in-lakeville-mn/,"Chimney Sweep & Fireplace Services in Lakeville, MN",mn,3990,203,2,3970,91,yes,yes
chimney-sweep-fireplace-in-maple-grove-mn,/location/chimney-sweep-fireplace-in-maple-grove-mn/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-in-maple-grove-mn/,"Chimney Sweep & Fireplace Services in Maple Grove, MN",mn,4278,203,2,4256,89,yes,yes
chimney-sweep-fireplace-in-maplewood-mn,/location/chimney-sweep-fireplace-in-maplewood-mn/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-in-maplewood-mn/,"Chimney Sweep & Fireplace Services in Maplewood, MN",mn,4036,203,2,4016,90,yes,yes
chimney-sweep-fireplace-in-minneapolis-mn,/location/chimney-sweep-fireplace-in-minneapolis-mn/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-in-minneapolis-mn/,"Chimney Sweep & Fireplace Services in Minneapolis, MN",mn,4027,203,2,4007,87,yes,yes
chimney-sweep-fireplace-in-north-minneapolis-mn,/location/chimney-sweep-fireplace-in-north-minneapolis-mn/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-in-north-minneapolis-mn/,"Chimney Sweep & Fireplace Services in North Minneapolis, MN",mn,4235,203,2,4213,92,yes,yes
chimney-sweep-fireplace-in-south-minneapolis-mn,/location/chimney-sweep-fireplace-in-south-minneapolis-mn/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-in-south-minneapolis-mn/,"Chimney Sweep & Fireplace Services in South Minneapolis, MN",mn,3991,191,2,3969,92,yes,yes
chimney-sweep-fireplace-in-st-paul-mn,/location/chimney-sweep-fireplace-in-st-paul-mn/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-in-st-paul-mn/,"Chimney Sweep & Fireplace Services in St. Paul, MN",mn,4207,203,2,4185,91,yes,yes
chimney-sweep-fireplace-in-wayzata-mn,/location/chimney-sweep-fireplace-in-wayzata-mn/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-in-wayzata-mn/,"Chimney Sweep & Fireplace Services in Wayzata, MN",mn,3670,185,2,3650,92,yes,yes
chimney-sweep-fireplace-in-west-minneapolis-mn,/location/chimney-sweep-fireplace-in-west-minneapolis-mn/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-in-west-minneapolis-mn/,"Chimney Sweep & Fireplace Services in West Minneapolis, MN",mn,3785,187,2,3763,83,yes,yes
chimney-sweep-fireplace-services-in-akron-oh,/location/chimney-sweep-fireplace-services-in-akron-oh/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-akron-oh/,"Chimney Sweep & Fireplace Services in Akron ,OH",oh,5549,281,2,5529,24,yes,yes
chimney-sweep-fireplace-services-in-alpharetta-ga,/location/chimney-sweep-fireplace-services-in-alpharetta-ga/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-alpharetta-ga/,"Chimney Sweep & Fireplace Services in Alpharetta, GA",ga,5021,265,2,5001,24,yes,yes
chimney-sweep-fireplace-services-in-atlanta-ga,/location/chimney-sweep-fireplace-services-in-atlanta-ga/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-atlanta-ga/,"Chimney Sweep & Fireplace Services in Atlanta, GA",ga,5257,283,2,5237,24,yes,yes
chimney-sweep-fireplace-services-in-beachwood-oh,/location/chimney-sweep-fireplace-services-in-beachwood-oh/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-beachwood-oh/,"Chimney Sweep & Fireplace Services in Beachwood ,OH",oh,5361,279,2,5341,25,yes,yes
chimney-sweep-fireplace-services-in-brookfield-wi,/location/chimney-sweep-fireplace-services-in-brookfield-wi/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-brookfield-wi/,"Chimney Sweep & Fireplace Services in Brookfield, WI",wi,1253,77,2,1201,0,yes,yes
chimney-sweep-fireplace-services-in-burr-ridge-il,/location/chimney-sweep-fireplace-services-in-burr-ridge-il/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-burr-ridge-il/,"Chimney Sweep & Fireplace Services in Burr Ridge, IL",il,1197,84,2,1141,92,yes,yes
chimney-sweep-fireplace-services-in-central-cleveland-oh,/location/chimney-sweep-fireplace-services-in-central-cleveland-oh/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-central-cleveland-oh/,"Chimney Sweep & Fireplace Services in Cleveland ,OH",oh,5301,281,2,5281,0,yes,yes
chimney-sweep-fireplace-services-in-chicago-il,/location/chimney-sweep-fireplace-services-in-chicago-il/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-chicago-il/,"Chimney Sweep & Fireplace Services in Chicago, IL",il,1311,97,2,1243,92,yes,yes
chimney-sweep-fireplace-services-in-columbus-oh,/location/chimney-sweep-fireplace-services-in-columbus-oh/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-columbus-oh/,"Chimney Sweep & Fireplace Services in Columbus ,OH",oh,5565,281,2,5545,25,yes,yes
chimney-sweep-fireplace-services-in-cumming-ga,/location/chimney-sweep-fireplace-services-in-cumming-ga/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-cumming-ga/,"Chimney Sweep & Fireplace Services in Cumming, GA",ga,1270,93,1,1263,0,yes,yes
chimney-sweep-fireplace-services-in-decatur-ga,/location/chimney-sweep-fireplace-services-in-decatur-ga/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-decatur-ga/,"Chimney Sweep & Fireplace Services in Decatur, GA",ga,5463,283,2,5443,24,yes,yes
chimney-sweep-fireplace-services-in-dublin-oh,/location/chimney-sweep-fireplace-services-in-dublin-oh/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-dublin-oh/,"Chimney Sweep & Fireplace Services in Dublin ,OH",oh,5425,283,2,5405,25,yes,yes
chimney-sweep-fireplace-services-in-eastham-ma,/location/chimney-sweep-fireplace-services-in-eastham-ma/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-eastham-ma/,"Chimney Sweep & Fireplace Services in Eastham, MA",ma,1475,93,2,1455,0,yes,yes
chimney-sweep-fireplace-services-in-glenview-il,/location/chimney-sweep-fireplace-services-in-glenview-il/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-glenview-il/,"Chimney Sweep & Fireplace Services in Glenview, IL",il,1345,93,3,1289,92,yes,yes
chimney-sweep-fireplace-services-in-hoffman-estates-il,/location/chimney-sweep-fireplace-services-in-hoffman-estates-il/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-hoffman-estates-il/,"Chimney Sweep & Fireplace Services in Hoffman Estates, IL",il,1189,84,3,1139,92,yes,yes
chimney-sweep-fireplace-services-in-independence-oh,/location/chimney-sweep-fireplace-services-in-independence-oh/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-independence-oh/,"Chimney Sweep & Fireplace Services in Independence ,OH",oh,5338,281,2,5318,23,yes,yes
chimney-sweep-fireplace-services-in-kennesaw-ga,/location/chimney-sweep-fireplace-services-in-kennesaw-ga/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-kennesaw-ga/,"Chimney Sweep & Fireplace Services in Kennesaw, GA",ga,5053,265,2,5033,25,yes,yes
chimney-sweep-fireplace-services-in-lake-forest-il,/location/chimney-sweep-fireplace-services-in-lake-forest-il/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-lake-forest-il/,"Chimney Sweep & Fireplace Services in Lake Forest, IL",il,1264,85,2,1207,92,yes,yes
chimney-sweep-fireplace-services-in-lawrenceville-ga,/location/chimney-sweep-fireplace-services-in-lawrenceville-ga/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-lawrenceville-ga/,"Chimney Sweep & Fireplace Services in Lawrenceville, GA",ga,5127,277,2,5107,24,yes,yes
chimney-sweep-fireplace-services-in-lee-ma,/location/chimney-sweep-fireplace-services-in-lee-ma/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-lee-ma/,"Chimney Sweep & Fireplace Services in Lee, MA",ma,1269,82,2,1251,0,yes,yes
chimney-sweep-fireplace-services-in-marietta-ga,/location/chimney-sweep-fireplace-services-in-marietta-ga/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-marietta-ga/,"Chimney Sweep & Fireplace Services in Marietta, GA",ga,5402,273,2,5382,24,yes,yes
chimney-sweep-fireplace-services-in-milwaukee-wi,/location/chimney-sweep-fireplace-services-in-milwaukee-wi/,https://chimcare-web.vercel.app/location/chimney-sweep-fireplace-services-in-milwaukee-wi/,"Chimney Sweep & Fireplace Services in Milwaukee, WI",wi,1485,89,2,1421,0,yes,yes
